id,category,type,prompt,difficulty,keywords,length
14,시나리오,즉흥 시나리오,카페에서 이어폰을 빌려주는 작은 친절'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,쉬움,"['음료수 병', '커피잔', '빵봉지']",50
15,시나리오,즉흥 시나리오,지하도에서 흘러나온 음악에 발걸음을 멈춘 사람들' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,중간,"['물병', '휴대폰', '필통']",56
16,시나리오,즉흥 시나리오,주제 '폐허 건물 안에서 들려오는 정체불명의 소리'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,쉬움,"['리포터 카메라', '버스 안내방송', '과자 봉지']",82
17,시나리오,즉흥 시나리오,주제 '카페에서 이어폰을 빌려주는 작은 친절'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['수첩', '동전지갑', '휴대폰 케이스']",77
18,시나리오,즉흥 시나리오,주제 '카페에서 이어폰을 빌려주는 작은 친절'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,쉬움,"['스마트워치', '초콜릿', '서류 봉투']",99
19,시나리오,즉흥 시나리오,동네 문구점에서 학창 시절 친구와 재회'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['빗방울', '교통카드', '빵봉지']",94
20,시나리오,즉흥 시나리오,주제 '밤 산책 중 길 잃은 강아지를 발견한 순간'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,쉬움,"['휴대폰', '연습장', '사탕']",81
21,시나리오,즉흥 시나리오,카페에서 지갑을 두고 간 손님과 점원의 만남' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,쉬움,"['분필', '휴대용 선풍기', '간식 봉지']",58
22,시나리오,즉흥 시나리오,주제 '편의점에서 잃어버린 지갑을 찾아주는 이야기'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['필통', '수첩', '스티커']",106
23,시나리오,즉흥 시나리오,주제 '마트 계산대 앞에서 이어진 우연한 인연'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,쉬움,"['USB', '도시락통', '물티슈']",94
24,시나리오,즉흥 시나리오,주제 '카페에서 이어폰을 빌려주는 작은 친절'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,중간,"['손전등', '포스트잇', '지도']",108
25,시나리오,즉흥 시나리오,주제 '지하도에서 흘러나온 음악에 발걸음을 멈춘 사람들'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,쉬움,"['메모지', '작은 화분', '신발끈']",76
26,시나리오,즉흥 시나리오,회사 탕비실에서 커피를 쏟아버린 상황' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,쉬움,"['버스카드', '메모지', '서류 봉투']",105
27,시나리오,즉흥 시나리오,주제 '학교 운동장에서 갑작스러운 소나기'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['라디오', '커피잔', '과자 봉지']",96
28,시나리오,즉흥 시나리오,주제 '아파트 복도에서 마주친 이웃과의 대화'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,어려움,"['책갈피', '쇼핑백', '리포터 카메라']",68
29,시나리오,즉흥 시나리오,휴대폰 충전기를 빌려주는 순간' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,중간,"['지도', '강의 노트', 'USB']",60
30,시나리오,즉흥 시나리오,마트 계산대 앞에서 이어진 우연한 인연' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,중간,"['비닐봉지', '필통', '열쇠']",109
31,시나리오,즉흥 시나리오,지하도에서 흘러나온 음악에 발걸음을 멈춘 사람들' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,중간,"['노트북', '펜', '연필']",64
32,시나리오,즉흥 시나리오,주제 '연습실에서 우연히 들린 노래로 이어진 인연'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,쉬움,"['빗방울', '가죽 지갑', '보조 배터리']",72
33,시나리오,즉흥 시나리오,주제 '밤 산책 중 길 잃은 강아지를 발견한 순간'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,중간,"['과자 봉지', '음악 플레이어', '라디오']",104
34,시나리오,즉흥 시나리오,학교 복도에서 흘린 필통을 주워주는 장면' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,중간,"['연필', '네온사인', '포스터']",96
35,시나리오,즉흥 시나리오,주제 '도서관에서 동시에 같은 책을 집어든 두 사람'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['이어폰', '간식 봉지', '스마트워치']",88
36,시나리오,즉흥 시나리오,주제 '공원 산책로에서 주운 손수건을 돌려주는 장면'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,쉬움,"['노트', '포스트잇', '초대권']",69
37,시나리오,즉흥 시나리오,주제 '지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,쉬움,"['휴대폰', '노래 가사집', '펜']",56
38,시나리오,즉흥 시나리오,마트 시식 코너에서 벌어진 짧은 해프닝' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,어려움,"['빵봉지', '초대권', '작은 화분']",102
39,시나리오,즉흥 시나리오,주제 '지하철 플랫폼에서 이어진 짧은 인연'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,중간,"['동전 케이스', '안경', '손전등']",61
40,시나리오,즉흥 시나리오,주제 '지하도에서 흘러나온 음악에 발걸음을 멈춘 사람들'를 가벼운 톤으로 3줄 시나리오로 구성하세요.,쉬움,"['시계', '필통', '동전']",120
41,시나리오,즉흥 시나리오,편의점 앞 테이블에서 늦은 밤 나눈 이야기' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,쉬움,"['우체국 봉투', '동전 케이스', '리모컨']",120
42,시나리오,즉흥 시나리오,지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['초대권', '이어폰', '필통']",64
43,시나리오,즉흥 시나리오,길모퉁이에서 서로의 핸드폰이 바뀐 사건'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['버스 시간표', '노트', '장갑']",102
44,시나리오,즉흥 시나리오,주제 '밤하늘 별빛 아래서의 짧은 고백'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['분필', '리모컨', '교통 안내서']",58
45,시나리오,즉흥 시나리오,택시에서 운전사와 나눈 뜻밖의 대화' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,중간,"['플라스틱 병', '티켓', '작은 쿠션']",64
46,시나리오,즉흥 시나리오,주제 '지하철에서 졸다 서로에게 기대버린 두 사람'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,중간,"['음료수 병', '휴대폰 케이스', '머리끈']",83
47,시나리오,즉흥 시나리오,주제 '밤 산책 중 길 잃은 강아지를 발견한 순간'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['초콜릿', '보조 배터리', '과자 봉지']",90
48,시나리오,즉흥 시나리오,주제 '휴게소 벤치에서 모르는 사람과 나눈 대화'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,쉬움,"['음료수 병', '목도리', '우산']",58
49,시나리오,즉흥 시나리오,주제 '공원에서 마주친 두 강아지의 만남'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,어려움,"['네온사인', '왕관', '필기 스티커']",79
50,시나리오,즉흥 시나리오,길모퉁이에서 서로의 핸드폰이 바뀐 사건' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,쉬움,"['노트', '필기 스티커', '안경']",106
51,시나리오,즉흥 시나리오,주제 '학교 운동장에서 갑작스러운 소나기'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,중간,"['플라스틱 병', '손전등', '책갈피']",67
52,시나리오,즉흥 시나리오,주제 '도시 버스 안의 짧은 친절'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['라디오', '신문', '분필']",114
53,시나리오,즉흥 시나리오,주제 '도시 버스 안의 짧은 친절'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,중간,"['간식 봉지', '필기구', '촛불']",94
54,시나리오,즉흥 시나리오,회사 탕비실에서 커피를 쏟아버린 상황' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,어려움,"['커피잔', '지도', '손전등']",79
55,시나리오,즉흥 시나리오,주제 '마트 계산대 앞에서 이어진 우연한 인연'를 가벼운 톤으로 3줄 시나리오로 구성하세요.,어려움,"['지갑', '도시락통', '포장마차 꼬치']",52
56,시나리오,즉흥 시나리오,주제 '동네 놀이터에서 아이들을 지켜보는 부모들'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['이어폰', '강의 노트', '왕관']",88
57,시나리오,즉흥 시나리오,주제 '마트 시식 코너에서 벌어진 짧은 해프닝'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['머리끈', '책상 정리함', 'USB']",108
58,시나리오,즉흥 시나리오,주제 '마트 계산대 앞에서 이어진 우연한 인연'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,쉬움,"['가죽 지갑', '노트북', '서류 봉투']",95
59,시나리오,즉흥 시나리오,주제 '지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,중간,"['장갑', '티켓', '스티커']",114
60,시나리오,즉흥 시나리오,주제 '마트 계산대 앞에서 이어진 우연한 인연'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,중간,"['플라스틱 병', '왕관', '버스 안내방송']",72
61,시나리오,즉흥 시나리오,폐허 건물 안에서 들려오는 정체불명의 소리'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,쉬움,"['분필', '포장지', '시계']",110
62,시나리오,즉흥 시나리오,주제 '비 오는 날 우산 하나를 나눠 쓰는 두 사람'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,중간,"['장바구니', '안경', '버스카드']",89
63,시나리오,즉흥 시나리오,주제 '마트 계산대 앞에서 이어진 우연한 인연'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['작은 쿠션', '시계', '신발끈']",64
64,시나리오,즉흥 시나리오,동네 놀이터에서 아이들을 지켜보는 부모들'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['티켓', '장바구니', '책']",79
65,시나리오,즉흥 시나리오,동네 슈퍼에서 거스름돈을 두고 생긴 해프닝' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,쉬움,"['검', '음악 플레이어', '책상 서랍']",110
66,시나리오,즉흥 시나리오,주제 '휴게소 벤치에서 모르는 사람과 나눈 대화'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['수첩', '검', '분필']",120
67,시나리오,즉흥 시나리오,엘리베이터 안에 갇힌 낯선 두 사람' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,쉬움,"['휴대폰 케이스', 'USB', '백팩']",57
68,시나리오,즉흥 시나리오,주제 '밤하늘 별빛 아래서의 짧은 고백'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['장갑', '메모지', '수첩']",67
69,시나리오,즉흥 시나리오,주제 '공원에서 마주친 두 강아지의 만남'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,중간,"['펜', '왕관', '안경']",63
70,시나리오,즉흥 시나리오,동네 슈퍼에서 거스름돈을 두고 생긴 해프닝' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,쉬움,"['필기 스티커', '책갈피', '노래 가사집']",100
71,시나리오,즉흥 시나리오,주제 '지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,중간,"['열쇠', '왕관', '포스트잇']",106
72,시나리오,즉흥 시나리오,주제 '편의점 앞 테이블에서 늦은 밤 나눈 이야기'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['작은 쿠션', '강의 노트', '사탕']",82
73,시나리오,즉흥 시나리오,주제 '마트 계산대 앞에서 이어진 우연한 인연'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,쉬움,"['포장지', '빗방울', '비닐봉지']",120
74,시나리오,즉흥 시나리오,주제 '동네 빵집에서 같은 빵을 집은 두 사람'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,어려움,"['머그컵', '스피커', '플라스틱 병']",103
75,시나리오,즉흥 시나리오,택배가 바뀌어 생긴 오해와 해프닝' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,쉬움,"['과자 봉지', '우산', '간단한 음료']",95
76,시나리오,즉흥 시나리오,주제 '휴대폰 충전기를 빌려주는 순간'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['사탕', '장바구니', '물티슈']",103
77,시나리오,즉흥 시나리오,주제 '지하철에서 졸다 서로에게 기대버린 두 사람'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,중간,"['리본', '휴대용 선풍기', '포스터']",106
78,시나리오,즉흥 시나리오,주제 '편의점 앞 테이블에서 늦은 밤 나눈 이야기'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['가방', '도시락통', '검']",75
79,시나리오,즉흥 시나리오,주제 '도서관 열람실에서 같은 노트를 본 두 학생'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['네온사인', '동전지갑', '간단한 음료']",100
80,시나리오,즉흥 시나리오,주제 '연습실에서 우연히 들린 노래로 이어진 인연'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,중간,"['동전 케이스', '버스 안내방송', '노트북']",96
81,시나리오,즉흥 시나리오,주제 '밤하늘 별빛 아래서의 짧은 고백'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,어려움,"['필기구', '리포터 카메라', 'USB']",56
82,시나리오,즉흥 시나리오,마트 계산대 앞에서 이어진 우연한 인연' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,어려움,"['동전', '종이컵', '휴대용 선풍기']",116
83,시나리오,즉흥 시나리오,주제 '공원에서 마주친 두 강아지의 만남'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,쉬움,"['신문', '노트', '동전지갑']",82
84,시나리오,즉흥 시나리오,주제 '공원 벤치에서 처음 만난 낯선 이와의 대화'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,쉬움,"['지도', '연습장', '버스 시간표']",115
85,시나리오,즉흥 시나리오,주제 '편의점에서 잃어버린 지갑을 찾아주는 이야기'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,어려움,"['필기 스티커', '장바구니', '노래 가사집']",93
86,시나리오,즉흥 시나리오,주제 '밤 산책 중 길 잃은 강아지를 발견한 순간'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,쉬움,"['동전 케이스', '신발끈', '손전등']",55
87,시나리오,즉흥 시나리오,주제 '연습실에서 우연히 들린 노래로 이어진 인연'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,어려움,"['티켓', '플라스틱 컵', '목도리']",86
88,시나리오,즉흥 시나리오,동네 빵집에서 같은 빵을 집은 두 사람' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,어려움,"['이어폰', '지도', '책상 서랍']",98
89,시나리오,즉흥 시나리오,주제 '카페에서 이어폰을 빌려주는 작은 친절'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,중간,"['포스터', '플라스틱 컵', '플라스틱 병']",73
90,시나리오,즉흥 시나리오,지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,쉬움,"['휴대폰', '서류 봉투', '머리끈']",101
91,시나리오,즉흥 시나리오,주제 '공원 벤치에서 처음 만난 낯선 이와의 대화'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['필기 스티커', '버스카드', '이어폰']",108
92,시나리오,즉흥 시나리오,주제 '동네 빵집에서 같은 빵을 집은 두 사람'를 가벼운 톤으로 3줄 시나리오로 구성하세요.,중간,"['노래 가사집', '지갑', '휴대폰 케이스']",111
93,시나리오,즉흥 시나리오,주제 '택배가 바뀌어 생긴 오해와 해프닝'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,쉬움,"['장갑', '포장마차 꼬치', '모자']",100
94,시나리오,즉흥 시나리오,주제 '버스 정류장에서 우산을 빌려주는 순간'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,쉬움,"['초콜릿', '필기 스티커', '초대권']",118
95,시나리오,즉흥 시나리오,도서관에서 동시에 같은 책을 집어든 두 사람' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,중간,"['물병', '노래 가사집', '간식 봉지']",88
96,시나리오,즉흥 시나리오,주제 '동네 문구점에서 학창 시절 친구와 재회'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,중간,"['과자 봉지', '목도리', '노트북']",81
97,시나리오,즉흥 시나리오,주제 '공원 산책로에서 주운 손수건을 돌려주는 장면'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,중간,"['가죽 지갑', '리본', '신발끈']",113
98,시나리오,즉흥 시나리오,주제 '백화점 에스컬레이터 위의 짧은 인연'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,어려움,"['검', '책상 정리함', '도시락통']",55
99,시나리오,즉흥 시나리오,휴대폰 충전기를 빌려주는 순간' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,어려움,"['리포터 카메라', '강의 노트', '동전지갑']",82
100,시나리오,즉흥 시나리오,주제 '도시 버스 안의 짧은 친절'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['동전', '노트', '간식 봉지']",81
101,시나리오,즉흥 시나리오,편의점에서 마지막 삼각김밥을 두고 벌어진 논쟁'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['스피커', '촛불', '플라스틱 병']",87
102,시나리오,즉흥 시나리오,버스 정류장에서 우산을 빌려주는 순간' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,쉬움,"['비닐봉지', '가죽 지갑', '포장마차 꼬치']",65
103,시나리오,즉흥 시나리오,지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['이어폰', '신문', '간단한 음료']",112
104,시나리오,즉흥 시나리오,주제 '연습실에서 우연히 들린 노래로 이어진 인연'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,쉬움,"['버스 안내방송', '양산', '휴대폰 케이스']",85
105,시나리오,즉흥 시나리오,주제 '휴게소 벤치에서 모르는 사람과 나눈 대화'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,쉬움,"['물병', '책갈피', '조명등']",106
106,시나리오,즉흥 시나리오,주제 '동네 빵집에서 같은 빵을 집은 두 사람'를 현실적인 대사 중심의 4줄 즉흥 시나리오로 작성하세요.,쉬움,"['노래 가사집', '모자', '과자 봉지']",103
107,시나리오,즉흥 시나리오,공원에서 마주친 두 강아지의 만남'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['사탕', '휴대폰', '티켓']",83
108,시나리오,즉흥 시나리오,주제 '택배가 바뀌어 생긴 오해와 해프닝'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['네온사인', '음악 플레이어', '장바구니']",116
109,시나리오,즉흥 시나리오,주제 '동네 문구점에서 학창 시절 친구와 재회'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,어려움,"['포장마차 꼬치', '휴대용 선풍기', '리포터 카메라']",110
110,시나리오,즉흥 시나리오,주제 '폐허 건물 안에서 들려오는 정체불명의 소리'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['연습장', '이어폰', '음악 플레이어']",74
111,시나리오,즉흥 시나리오,주제 '동네 놀이터에서 아이들을 지켜보는 부모들'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,쉬움,"['가죽 지갑', '카메라', '스티커']",57
112,시나리오,즉흥 시나리오,주제 '편의점 앞 테이블에서 늦은 밤 나눈 이야기'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['지도', '필기 스티커', '빵봉지']",85
113,시나리오,즉흥 시나리오,주제 '비 오는 날 우산 하나를 나눠 쓰는 두 사람'를 등장인물의 대사만으로 4줄 이내로 즉흥적으로 표현하세요.,어려움,"['노래 가사집', '포스터', '안경']",73
114,시나리오,즉흥 시나리오,주제 '연습실에서 우연히 들린 노래로 이어진 인연'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['필기 스티커', '버스카드', '네온사인']",81
115,시나리오,즉흥 시나리오,주제 '밤 산책 중 길 잃은 강아지를 발견한 순간'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,쉬움,"['왕관', '간단한 음료', '안경']",103
116,시나리오,즉흥 시나리오,동네 슈퍼에서 거스름돈을 두고 생긴 해프닝' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,어려움,"['빗방울', '동전', '버스카드']",107
117,시나리오,즉흥 시나리오,주제 '도서관에서 동시에 같은 책을 집어든 두 사람'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,쉬움,"['빗방울', '작은 쿠션', '수첩']",111
118,시나리오,즉흥 시나리오,주제 '백화점 에스컬레이터 위의 짧은 인연'를 드라마틱하게 5줄 이내의 즉흥 시나리오로 표현하세요.,중간,"['안경', '초대권', '강의 노트']",63
119,시나리오,즉흥 시나리오,택시에서 운전사와 나눈 뜻밖의 대화' 상황을 서스펜스 톤으로 3줄 이내로 즉흥 스케치 형태로 구성하세요.,어려움,"['카메라', '메모지', '손전등']",71
120,시나리오,즉흥 시나리오,주제 '지하철 계단에서 넘어질 뻔한 사람을 붙잡는 순간'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,어려움,"['필기구', '동전', '네온사인']",90
121,시나리오,즉흥 시나리오,주제 '카페에서 이어폰을 빌려주는 작은 친절'를 따뜻한 분위기로 짧은 3줄 시나리오로 구성하세요.,중간,"['리본', '필기 스티커', '시계']",119
122,시나리오,즉흥 시나리오,주제 '지하철 플랫폼에서 이어진 짧은 인연'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['왕관', '필기구', '머그컵']",59
123,시나리오,즉흥 시나리오,회사 탕비실에서 커피를 쏟아버린 상황'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['티켓', '노래 가사집', '목도리']",55
124,시나리오,즉흥 시나리오,주제 '공원에서 마주친 두 강아지의 만남'를 긴박한 톤으로 4줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['가방', '리본', '분필']",80
125,시나리오,즉흥 시나리오,편의점에서 잃어버린 지갑을 찾아주는 이야기'를 판타지풍으로 5줄 이내의 즉흥 시나리오로 작성하세요.,중간,"['양산', '간식 봉지', '커피잔']",117
126,시나리오,즉흥 시나리오,주제 '공원 산책로에서 주운 손수건을 돌려주는 장면'를 코믹 톤으로 5줄 이내의 즉흥 시나리오로 작성하세요.,어려움,"['노래 가사집', '음료수 병', '책']",114
127,시나리오,즉흥 시나리오,동네 놀이터에서 아이들을 지켜보는 부모들' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,어려움,"['쇼핑백', '조명등', '신문']",80
128,시나리오,즉흥 시나리오,휴대폰 충전기를 빌려주는 순간' 상황을 잔잔하게 5줄 이내로 묘사된 즉흥 시나리오로 만드세요.,어려움,"['음료수 병', '지도', '카메라']",74
