id,category,type,prompt,difficulty,keywords,length
18,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '인간 복제 허용',쉬움,"['윤리/철학', '논증', '설득']",1000
19,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대학 입학 정원 제한',쉬움,"['교육', '논증', '설득']",600
20,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '주식 양도세 강화',어려움,"['경제', '논증', '설득']",700
21,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대중음악의 상업화 규제',쉬움,"['문화', '논증', '설득']",700
22,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '탄소세 도입',어려움,"['환경', '논증', '설득']",800
23,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '최저임금 인상',중간,"['경제', '논증', '설득']",1000
24,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '개인정보 활용 규제 강화',쉬움,"['기술', '논증', '설득']",600
25,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '핵 에너지 활용 확대',어려움,"['환경', '논증', '설득']",700
26,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '욕망의 역할',쉬움,"['윤리/철학', '논증', '설득']",600
27,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '국립공원 출입 제한',쉬움,"['환경', '논증', '설득']",700
28,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '자율 주행차 상용화',쉬움,"['기술', '논증', '설득']",1000
29,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '한류 확산 지원',어려움,"['문화', '논증', '설득']",700
30,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '플랫폼 노동자 보호법',쉬움,"['경제', '논증', '설득']",900
31,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '메타버스 교육 도입',어려움,"['기술', '논증', '설득']",1000
32,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '게임 셧다운제 부활',중간,"['문화', '논증', '설득']",1000
33,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '로봇세 부과',어려움,"['기술', '논증', '설득']",1000
34,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '군 복무 기간 단축',어려움,"['사회', '논증', '설득']",1000
35,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '교복 자율화',중간,"['교육', '논증', '설득']",900
36,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '죽음 이후 세계의 논쟁',어려움,"['윤리/철학', '논증', '설득']",1000
37,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '부동산 보유세 인상',중간,"['경제', '논증', '설득']",800
38,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '로봇세 부과',쉬움,"['기술', '논증', '설득']",600
39,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '교복 자율화',어려움,"['교육', '논증', '설득']",700
40,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '표현의 자유와 혐오 발언 규제',쉬움,"['윤리/철학', '논증', '설득']",900
41,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '감시 사회 수용 가능성',중간,"['윤리/철학', '논증', '설득']",600
42,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '외국 영화 리메이크 찬반',어려움,"['문화', '논증', '설득']",900
43,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대형 공장의 배출권 거래제',쉬움,"['환경', '논증', '설득']",900
44,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '표현의 자유와 혐오 발언 규제',쉬움,"['윤리/철학', '논증', '설득']",900
45,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '교사의 성과급제 도입',중간,"['교육', '논증', '설득']",800
46,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '주식 양도세 강화',어려움,"['경제', '논증', '설득']",900
47,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '중간고사와 기말고사 폐지',쉬움,"['교육', '논증', '설득']",700
48,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '예체능 필수 수업화',쉬움,"['교육', '논증', '설득']",900
49,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '양자 컴퓨팅 투자 확대',어려움,"['기술', '논증', '설득']",1000
50,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '중간고사와 기말고사 폐지',쉬움,"['교육', '논증', '설득']",800
51,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '기본소득 제도의 도입',중간,"['사회', '논증', '설득']",700
52,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '탄소세 도입',중간,"['환경', '논증', '설득']",1000
53,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '예체능 필수 수업화',쉬움,"['교육', '논증', '설득']",700
54,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '로봇세 부과',중간,"['기술', '논증', '설득']",700
55,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '딥페이크 기술 규제',어려움,"['기술', '논증', '설득']",800
56,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '표현의 자유와 혐오 발언 규제',쉬움,"['윤리/철학', '논증', '설득']",700
57,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '복지 지출 확대',쉬움,"['사회', '논증', '설득']",1000
58,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '청년 고용 의무 할당제',어려움,"['사회', '논증', '설득']",700
59,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '사형 제도의 유지',어려움,"['사회', '논증', '설득']",700
60,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '스포츠 스타의 사회 봉사 의무화',중간,"['문화', '논증', '설득']",800
61,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '죽음 이후 세계의 논쟁',중간,"['윤리/철학', '논증', '설득']",900
62,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '개인정보 활용 규제 강화',어려움,"['기술', '논증', '설득']",600
63,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '전기차 보조금 지급',쉬움,"['환경', '논증', '설득']",600
64,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '동물 실험 전면 금지',중간,"['윤리/철학', '논증', '설득']",700
65,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '기후 변화 대응 예산 확대',쉬움,"['환경', '논증', '설득']",1000
66,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'SNS 실명제 도입',어려움,"['사회', '논증', '설득']",600
67,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '사형 제도의 유지',중간,"['사회', '논증', '설득']",800
68,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '중간고사와 기말고사 폐지',쉬움,"['교육', '논증', '설득']",800
69,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '노동 시간 주 4일제',어려움,"['사회', '논증', '설득']",700
70,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '탄소세 도입',중간,"['환경', '논증', '설득']",800
71,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'SNS 실명제 도입',쉬움,"['사회', '논증', '설득']",900
72,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '온라인 쇼핑세 부과',중간,"['경제', '논증', '설득']",900
73,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대학 서열화 해소 정책',어려움,"['교육', '논증', '설득']",900
74,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대형 공장의 배출권 거래제',쉬움,"['환경', '논증', '설득']",1000
75,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '개인정보 활용 규제 강화',중간,"['기술', '논증', '설득']",700
76,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '감시 사회 수용 가능성',중간,"['윤리/철학', '논증', '설득']",900
77,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대기업 규제 강화',중간,"['경제', '논증', '설득']",800
78,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '부유세 도입',쉬움,"['경제', '논증', '설득']",600
79,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'SNS 실명제 도입',쉬움,"['사회', '논증', '설득']",800
80,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '죽음 이후 세계의 논쟁',어려움,"['윤리/철학', '논증', '설득']",1000
81,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '부동산 보유세 인상',중간,"['경제', '논증', '설득']",600
82,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '스마트시티 개발 가속화',쉬움,"['기술', '논증', '설득']",900
83,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '플랫폼 노동자 보호법',쉬움,"['경제', '논증', '설득']",700
84,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '외국 영화 리메이크 찬반',중간,"['문화', '논증', '설득']",1000
85,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'SNS 사용 연령 제한',중간,"['기술', '논증', '설득']",900
86,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '죽음 이후 세계의 논쟁',쉬움,"['윤리/철학', '논증', '설득']",1000
87,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '스마트시티 개발 가속화',쉬움,"['기술', '논증', '설득']",600
88,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '도시 녹지 공간 확대',중간,"['환경', '논증', '설득']",600
89,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대기업 규제 강화',쉬움,"['경제', '논증', '설득']",800
90,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '교사의 성과급제 도입',어려움,"['교육', '논증', '설득']",600
91,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '스트리트 아트 합법화',어려움,"['문화', '논증', '설득']",900
92,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '기초학문 연구 지원 확대',어려움,"['교육', '논증', '설득']",700
93,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '드론 택배 서비스 확대',쉬움,"['기술', '논증', '설득']",800
94,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'SNS 사용 연령 제한',쉬움,"['기술', '논증', '설득']",800
95,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '공공 주택 확대 정책',중간,"['사회', '논증', '설득']",600
96,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '정의란 무엇인가',어려움,"['윤리/철학', '논증', '설득']",600
97,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '스마트시티 개발 가속화',쉬움,"['기술', '논증', '설득']",700
98,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '욕망의 역할',쉬움,"['윤리/철학', '논증', '설득']",800
99,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '해양 쓰레기 처리 비용 부과',쉬움,"['환경', '논증', '설득']",600
100,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '양자 컴퓨팅 투자 확대',중간,"['기술', '논증', '설득']",900
101,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '도시 녹지 공간 확대',어려움,"['환경', '논증', '설득']",600
102,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '교복 자율화',쉬움,"['교육', '논증', '설득']",700
103,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '플라스틱 사용 전면 금지',어려움,"['환경', '논증', '설득']",800
104,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'SNS 사용 연령 제한',쉬움,"['기술', '논증', '설득']",900
105,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '전기차 보조금 지급',어려움,"['환경', '논증', '설득']",600
106,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '공공 주택 확대 정책',어려움,"['사회', '논증', '설득']",700
107,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '청년 고용 의무 할당제',쉬움,"['사회', '논증', '설득']",800
108,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '한류 확산 지원',쉬움,"['문화', '논증', '설득']",700
109,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '관세 철폐 확대',어려움,"['경제', '논증', '설득']",1000
110,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '기본소득 제도의 도입',중간,"['사회', '논증', '설득']",900
111,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '태양광 발전 의무화',쉬움,"['환경', '논증', '설득']",900
112,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대중음악의 상업화 규제',중간,"['문화', '논증', '설득']",700
113,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '암호화폐 규제',중간,"['경제', '논증', '설득']",800
114,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '정치 후원금 제한',쉬움,"['사회', '논증', '설득']",600
115,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '최저임금 인상',중간,"['경제', '논증', '설득']",1000
116,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '외국 영화 리메이크 찬반',어려움,"['문화', '논증', '설득']",1000
117,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대학 서열화 해소 정책',어려움,"['교육', '논증', '설득']",700
118,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '정의란 무엇인가',어려움,"['윤리/철학', '논증', '설득']",1000
119,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '플라스틱 사용 전면 금지',쉬움,"['환경', '논증', '설득']",900
120,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '관세 철폐 확대',쉬움,"['경제', '논증', '설득']",800
121,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '문화재 복원 현대화',어려움,"['문화', '논증', '설득']",800
122,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '태양광 발전 의무화',중간,"['환경', '논증', '설득']",700
123,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '스포츠 스타의 사회 봉사 의무화',중간,"['문화', '논증', '설득']",800
124,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '유전자 편집 허용',어려움,"['윤리/철학', '논증', '설득']",800
125,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '관세 철폐 확대',중간,"['경제', '논증', '설득']",1000
126,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '도시 녹지 공간 확대',중간,"['환경', '논증', '설득']",700
127,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '군 복무 기간 단축',쉬움,"['사회', '논증', '설득']",600
128,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '대학 입학 정원 제한',쉬움,"['교육', '논증', '설득']",800
129,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '최저임금 인상',어려움,"['경제', '논증', '설득']",1000
130,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '기술 발전과 인간성',중간,"['윤리/철학', '논증', '설득']",900
131,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '전통 예술 국가 지원 확대',어려움,"['문화', '논증', '설득']",700
132,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '복지 지출 확대',쉬움,"['사회', '논증', '설득']",600
133,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: 'AI의 법적 지위 부여',쉬움,"['기술', '논증', '설득']",1000
134,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '노동 시간 주 4일제',쉬움,"['사회', '논증', '설득']",900
135,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '인간 복제 허용',쉬움,"['윤리/철학', '논증', '설득']",800
136,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '드론 택배 서비스 확대',중간,"['기술', '논증', '설득']",900
137,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '안락사 합법화',중간,"['윤리/철학', '논증', '설득']",800
138,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '최저임금 인상',쉬움,"['경제', '논증', '설득']",1000
139,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '문화재 복원 현대화',어려움,"['문화', '논증', '설득']",700
140,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '미디어 검열 강화',어려움,"['사회', '논증', '설득']",1000
141,에세이,논증/설득,다음 주제에 대해 찬성 또는 반대 입장을 선택하고 600~1000자 분량의 논리적인 글을 작성하시오: '드론 택배 서비스 확대',쉬움,"['기술', '논증', '설득']",800
