id,category,type,prompt,difficulty,keywords,length,created_at
,시,이미지화,시의 감정을 시각화하세요: '달무리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[거인, 고목, 고래]",141,2025-07-22 13:46:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고요, 자취, 황야]",164,2025-07-22 13:45:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[안개, 미로, 별똥별]",190,2025-07-22 13:44:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[황야, 은하, 늑대]",131,2025-07-22 13:43:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[회오리, 화산, 촛불]",165,2025-07-22 13:42:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[달무리, 별똥별, 황야]",154,2025-07-22 13:41:09
,시,이미지화,시의 감정을 시각화하세요: '안개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[모래시계, 사막, 거인]",170,2025-07-22 13:40:09
,시,이미지화,시의 감정을 시각화하세요: '거울 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[황야, 은빛, 모닥불]",109,2025-07-22 13:39:09
,시,이미지화,시의 감정을 시각화하세요: '고목 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[번개, 자취, 안개]",114,2025-07-22 13:38:09
,시,이미지화,시의 감정을 시각화하세요: '화산 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[폭풍, 미로, 황야]",217,2025-07-22 13:37:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[고래, 모닥불, 고목]",66,2025-07-22 13:36:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[폭풍, 화산, 강물]",127,2025-07-22 13:35:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모닥불, 연기, 황혼]",95,2025-07-22 13:34:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모래시계, 촛불, 사막]",98,2025-07-22 13:33:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거울, 강물, 안개]",123,2025-07-22 13:32:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[회오리, 고목, 모닥불]",160,2025-07-22 13:31:09
,시,이미지화,시의 감정을 시각화하세요: '강물 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고목, 심연, 자취]",134,2025-07-22 13:30:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[흑백, 유리, 화산]",213,2025-07-22 13:29:09
,시,이미지화,시의 감정을 시각화하세요: '얼음 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[흑백, 거울, 거인]",217,2025-07-22 13:28:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[심연, 회오리, 고목]",93,2025-07-22 13:27:09
,시,이미지화,시의 감정을 시각화하세요: '얼음 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[황혼, 번개, 흑백]",74,2025-07-22 13:26:09
,시,이미지화,시의 감정을 시각화하세요: '화산 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[안개, 석양, 고목]",107,2025-07-22 13:25:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[미로, 강물, 회오리]",62,2025-07-22 13:24:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고요, 늑대, 거인]",170,2025-07-22 13:23:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[촛불, 황야, 화산]",106,2025-07-22 13:22:09
,시,이미지화,시의 감정을 시각화하세요: '화산 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[황야, 연기, 거울]",114,2025-07-22 13:21:09
,시,이미지화,시의 감정을 시각화하세요: '강물 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[모닥불, 은하, 고요]",160,2025-07-22 13:20:09
,시,이미지화,시의 감정을 시각화하세요: '흑백 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[미로, 심연, 모래시계]",161,2025-07-22 13:19:09
,시,이미지화,시의 감정을 시각화하세요: '고래 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[고목, 강물, 모닥불]",74,2025-07-22 13:18:09
,시,이미지화,시의 감정을 시각화하세요: '심연 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[회오리, 거인, 연기]",186,2025-07-22 13:17:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[별똥별, 사막, 자취]",130,2025-07-22 13:16:09
,시,이미지화,시의 감정을 시각화하세요: '은하 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[흑백, 별똥별, 고요]",129,2025-07-22 13:15:09
,시,이미지화,시의 감정을 시각화하세요: '사막 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[연기, 미로, 유리]",188,2025-07-22 13:14:09
,시,이미지화,시의 감정을 시각화하세요: '은하 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[황혼, 황야, 고요]",210,2025-07-22 13:13:09
,시,이미지화,시의 감정을 시각화하세요: '별똥별 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[강물, 고목, 모닥불]",122,2025-07-22 13:12:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[촛불, 모닥불, 번개]",74,2025-07-22 13:11:09
,시,이미지화,시의 감정을 시각화하세요: '안개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[별똥별, 거인, 사막]",149,2025-07-22 13:10:09
,시,이미지화,시의 감정을 시각화하세요: '사막 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[흑백, 황혼, 유리]",119,2025-07-22 13:09:09
,시,이미지화,시의 감정을 시각화하세요: '흑백 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[화산, 달무리, 심연]",217,2025-07-22 13:08:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[황혼, 회오리, 모래시계]",179,2025-07-22 13:07:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[황야, 흑백, 폭풍]",215,2025-07-22 13:06:09
,시,이미지화,시의 감정을 시각화하세요: '연기 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[늑대, 자취, 고래]",73,2025-07-22 13:05:09
,시,이미지화,시의 감정을 시각화하세요: '모래시계 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[황야, 별똥별, 촛불]",103,2025-07-22 13:04:09
,시,이미지화,시의 감정을 시각화하세요: '별똥별 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[화산, 황야, 강물]",181,2025-07-22 13:03:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[은빛, 거울, 모래시계]",144,2025-07-22 13:02:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[거인, 폭풍, 별똥별]",134,2025-07-22 13:01:09
,시,이미지화,시의 감정을 시각화하세요: '거울 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고목, 강물, 사막]",140,2025-07-22 13:00:09
,시,이미지화,시의 감정을 시각화하세요: '고요 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[황야, 연기, 석양]",91,2025-07-22 12:59:09
,시,이미지화,시의 감정을 시각화하세요: '모닥불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[자취, 모닥불, 사막]",206,2025-07-22 12:58:09
,시,이미지화,시의 감정을 시각화하세요: '흑백 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[늑대, 촛불, 황야]",153,2025-07-22 12:57:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고목, 거인, 회오리]",147,2025-07-22 12:56:09
,시,이미지화,시의 감정을 시각화하세요: '연기 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[강물, 모래시계, 은하]",140,2025-07-22 12:55:09
,시,이미지화,시의 감정을 시각화하세요: '늑대 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[심연, 안개, 고래]",87,2025-07-22 12:54:09
,시,이미지화,시의 감정을 시각화하세요: '고래 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[거울, 흑백, 황혼]",101,2025-07-22 12:53:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[폭풍, 안개, 강물]",169,2025-07-22 12:52:09
,시,이미지화,시의 감정을 시각화하세요: '번개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[안개, 심연, 석양]",170,2025-07-22 12:51:09
,시,이미지화,시의 감정을 시각화하세요: '회오리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[고요, 심연, 번개]",72,2025-07-22 12:50:09
,시,이미지화,시의 감정을 시각화하세요: '고래 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[심연, 은빛, 사막]",78,2025-07-22 12:49:09
,시,이미지화,시의 감정을 시각화하세요: '미로 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고요, 안개, 별똥별]",112,2025-07-22 12:48:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[달무리, 미로, 거인]",179,2025-07-22 12:47:09
,시,이미지화,시의 감정을 시각화하세요: '거울 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[얼음, 유리, 심연]",191,2025-07-22 12:46:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[폭풍, 달무리, 거울]",98,2025-07-22 12:45:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[거울, 자취, 안개]",78,2025-07-22 12:44:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[석양, 별똥별, 사막]",181,2025-07-22 12:43:09
,시,이미지화,시의 감정을 시각화하세요: '심연 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[연기, 거인, 촛불]",127,2025-07-22 12:42:09
,시,이미지화,시의 감정을 시각화하세요: '얼음 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[번개, 달무리, 거인]",143,2025-07-22 12:41:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[고래, 별똥별, 거울]",70,2025-07-22 12:40:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[사막, 흑백, 얼음]",207,2025-07-22 12:39:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[늑대, 화산, 번개]",123,2025-07-22 12:38:09
,시,이미지화,시의 감정을 시각화하세요: '연기 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[회오리, 강물, 모래시계]",198,2025-07-22 12:37:09
,시,이미지화,시의 감정을 시각화하세요: '고래 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[화산, 모닥불, 사막]",175,2025-07-22 12:36:09
,시,이미지화,시의 감정을 시각화하세요: '고목 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[촛불, 늑대, 회오리]",215,2025-07-22 12:35:09
,시,이미지화,시의 감정을 시각화하세요: '강물 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[석양, 강물, 사막]",83,2025-07-22 12:34:09
,시,이미지화,시의 감정을 시각화하세요: '고래 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[모래시계, 얼음, 화산]",84,2025-07-22 12:33:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[미로, 폭풍, 석양]",209,2025-07-22 12:32:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[은빛, 폭풍, 촛불]",92,2025-07-22 12:31:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[늑대, 미로, 흑백]",167,2025-07-22 12:30:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[흑백, 자취, 달무리]",213,2025-07-22 12:29:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[모닥불, 촛불, 심연]",220,2025-07-22 12:28:09
,시,이미지화,시의 감정을 시각화하세요: '고목 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모래시계, 모닥불, 촛불]",182,2025-07-22 12:27:09
,시,이미지화,시의 감정을 시각화하세요: '석양 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[황혼, 모닥불, 늑대]",150,2025-07-22 12:26:09
,시,이미지화,시의 감정을 시각화하세요: '은빛 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[흑백, 유리, 황야]",60,2025-07-22 12:25:09
,시,이미지화,시의 감정을 시각화하세요: '거울 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[안개, 흑백, 자취]",114,2025-07-22 12:24:09
,시,이미지화,시의 감정을 시각화하세요: '화산 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[별똥별, 모닥불, 거울]",95,2025-07-22 12:23:09
,시,이미지화,시의 감정을 시각화하세요: '고목 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[황혼, 흑백, 모래시계]",132,2025-07-22 12:22:09
,시,이미지화,시의 감정을 시각화하세요: '미로 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[자취, 연기, 유리]",127,2025-07-22 12:21:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[고요, 모래시계, 미로]",78,2025-07-22 12:20:09
,시,이미지화,시의 감정을 시각화하세요: '강물 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[심연, 고래, 얼음]",115,2025-07-22 12:19:09
,시,이미지화,시의 감정을 시각화하세요: '은빛 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고목, 달무리, 심연]",135,2025-07-22 12:18:09
,시,이미지화,시의 감정을 시각화하세요: '달무리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[달무리, 회오리, 미로]",178,2025-07-22 12:17:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거인, 자취, 폭풍]",120,2025-07-22 12:16:09
,시,이미지화,시의 감정을 시각화하세요: '거울 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[촛불, 얼음, 별똥별]",148,2025-07-22 12:15:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모래시계, 고요, 별똥별]",88,2025-07-22 12:14:09
,시,이미지화,시의 감정을 시각화하세요: '고요 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[황혼, 연기, 번개]",63,2025-07-22 12:13:09
,시,이미지화,시의 감정을 시각화하세요: '안개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[고래, 회오리, 얼음]",77,2025-07-22 12:12:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[안개, 별똥별, 황야]",98,2025-07-22 12:11:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[얼음, 강물, 심연]",197,2025-07-22 12:10:09
,시,이미지화,시의 감정을 시각화하세요: '번개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[미로, 심연, 고래]",211,2025-07-22 12:09:09
,시,이미지화,시의 감정을 시각화하세요: '미로 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[촛불, 안개, 석양]",220,2025-07-22 12:08:09
,시,이미지화,시의 감정을 시각화하세요: '심연 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[황야, 모래시계, 모닥불]",81,2025-07-22 12:07:09
,시,이미지화,시의 감정을 시각화하세요: '거울 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[사막, 거울, 연기]",96,2025-07-22 12:06:09
,시,이미지화,시의 감정을 시각화하세요: '심연 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거울, 촛불, 사막]",127,2025-07-22 12:05:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거인, 강물, 미로]",170,2025-07-22 12:04:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모래시계, 별똥별, 사막]",162,2025-07-22 12:03:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[거인, 은빛, 촛불]",211,2025-07-22 12:02:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모닥불, 석양, 연기]",122,2025-07-22 12:01:09
,시,이미지화,시의 감정을 시각화하세요: '사막 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거울, 늑대, 얼음]",113,2025-07-22 12:00:09
,시,이미지화,시의 감정을 시각화하세요: '번개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[회오리, 별똥별, 은하]",140,2025-07-22 11:59:09
,시,이미지화,시의 감정을 시각화하세요: '별똥별 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거울, 자취, 사막]",177,2025-07-22 11:58:09
,시,이미지화,시의 감정을 시각화하세요: '늑대 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[화산, 회오리, 늑대]",192,2025-07-22 11:57:09
,시,이미지화,시의 감정을 시각화하세요: '유리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모래시계, 심연, 거인]",178,2025-07-22 11:56:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[자취, 번개, 은하]",103,2025-07-22 11:55:09
,시,이미지화,시의 감정을 시각화하세요: '고요 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[거울, 안개, 황혼]",107,2025-07-22 11:54:09
,시,이미지화,시의 감정을 시각화하세요: '황야 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[모래시계, 석양, 번개]",77,2025-07-22 11:53:09
,시,이미지화,시의 감정을 시각화하세요: '황혼 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[번개, 황혼, 거울]",68,2025-07-22 11:52:09
,시,이미지화,시의 감정을 시각화하세요: '모닥불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[고요, 늑대, 심연]",79,2025-07-22 11:51:09
,시,이미지화,시의 감정을 시각화하세요: '얼음 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모닥불, 화산, 석양]",206,2025-07-22 11:50:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[촛불, 자취, 고요]",181,2025-07-22 11:49:09
,시,이미지화,시의 감정을 시각화하세요: '고목 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[사막, 고목, 거인]",87,2025-07-22 11:48:09
,시,이미지화,시의 감정을 시각화하세요: '달무리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[달무리, 얼음, 회오리]",209,2025-07-22 11:47:09
,시,이미지화,시의 감정을 시각화하세요: '얼음 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[거울, 고래, 폭풍]",190,2025-07-22 11:46:09
,시,이미지화,시의 감정을 시각화하세요: '촛불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[회오리, 은하, 사막]",193,2025-07-22 11:45:09
,시,이미지화,시의 감정을 시각화하세요: '미로 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[폭풍, 촛불, 화산]",132,2025-07-22 11:44:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[사막, 거울, 얼음]",161,2025-07-22 11:43:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[촛불, 거인, 폭풍]",108,2025-07-22 11:42:09
,시,이미지화,시의 감정을 시각화하세요: '고요 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[자취, 흑백, 황야]",156,2025-07-22 11:41:09
,시,이미지화,시의 감정을 시각화하세요: '모닥불 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[안개, 유리, 석양]",192,2025-07-22 11:40:09
,시,이미지화,시의 감정을 시각화하세요: '늑대 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[황야, 얼음, 촛불]",64,2025-07-22 11:39:09
,시,이미지화,시의 감정을 시각화하세요: '안개 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[심연, 얼음, 달무리]",187,2025-07-22 11:38:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[사막, 은빛, 고목]",105,2025-07-22 11:37:09
,시,이미지화,시의 감정을 시각화하세요: '연기 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[폭풍, 모닥불, 사막]",179,2025-07-22 11:36:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[황혼, 흑백, 심연]",125,2025-07-22 11:35:09
,시,이미지화,시의 감정을 시각화하세요: '자취 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[석양, 자취, 달무리]",151,2025-07-22 11:34:09
,시,이미지화,시의 감정을 시각화하세요: '은하 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[거인, 화산, 촛불]",155,2025-07-22 11:33:09
,시,이미지화,시의 감정을 시각화하세요: '폭풍 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[늑대, 자취, 모닥불]",121,2025-07-22 11:32:09
,시,이미지화,시의 감정을 시각화하세요: '거인 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[폭풍, 거인, 유리]",78,2025-07-22 11:31:09
,시,이미지화,시의 감정을 시각화하세요: '은하 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',쉬움,"[별똥별, 폭풍, 고래]",150,2025-07-22 11:30:09
,시,이미지화,시의 감정을 시각화하세요: '연기 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[모래시계, 모닥불, 안개]",175,2025-07-22 11:29:09
,시,이미지화,시의 감정을 시각화하세요: '사막 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',중간,"[고요, 늑대, 모닥불]",212,2025-07-22 11:28:09
,시,이미지화,시의 감정을 시각화하세요: '달무리 속에서 느껴지는 독특한 분위기를 그림으로 표현하세요.',어려움,"[달무리, 은빛, 황야]",198,2025-07-22 11:27:09
