id,category,type,prompt,difficulty,keywords,length,created_at
,시,이미지화,이 시를 이미지로 표현하세요: '여행을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[눈, 노을, 추억]",199,2025-07-22 18:47:09
,시,이미지화,이 시를 이미지로 표현하세요: '산책을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[이별, 사랑, 달빛]",64,2025-07-22 18:46:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[불빛, 절망, 추억]",90,2025-07-22 18:45:09
,시,이미지화,이 시를 이미지로 표현하세요: '바다을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[우주, 불빛, 고독]",51,2025-07-22 18:44:09
,시,이미지화,이 시를 이미지로 표현하세요: '불빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[비, 자연, 기억]",140,2025-07-22 18:43:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[꽃, 노을, 눈]",133,2025-07-22 18:42:09
,시,이미지화,이 시를 이미지로 표현하세요: '새벽을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[눈, 고독, 사랑]",60,2025-07-22 18:41:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[우주, 비, 산책]",158,2025-07-22 18:40:09
,시,이미지화,이 시를 이미지로 표현하세요: '물결을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[도시, 이별, 숲]",55,2025-07-22 18:39:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[시간, 눈, 비]",128,2025-07-22 18:38:09
,시,이미지화,이 시를 이미지로 표현하세요: '절망을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[새벽, 계절, 추억]",172,2025-07-22 18:37:09
,시,이미지화,이 시를 이미지로 표현하세요: '꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[절망, 여행, 추억]",74,2025-07-22 18:36:09
,시,이미지화,이 시를 이미지로 표현하세요: '별을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[계절, 물결, 도시]",135,2025-07-22 18:35:09
,시,이미지화,이 시를 이미지로 표현하세요: '산책을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[불빛, 산책, 바다]",159,2025-07-22 18:34:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[절망, 기억, 희망]",78,2025-07-22 18:33:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[비, 산책, 희망]",194,2025-07-22 18:32:09
,시,이미지화,이 시를 이미지로 표현하세요: '자연을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[기억, 사랑, 도시]",65,2025-07-22 18:31:09
,시,이미지화,이 시를 이미지로 표현하세요: '물결을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[숲, 별, 우주]",143,2025-07-22 18:30:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[달빛, 여행, 기억]",117,2025-07-22 18:29:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[물결, 비, 눈]",150,2025-07-22 18:28:09
,시,이미지화,이 시를 이미지로 표현하세요: '불꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[기억, 시간, 노을]",186,2025-07-22 18:27:09
,시,이미지화,이 시를 이미지로 표현하세요: '꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[여행, 사랑, 물결]",146,2025-07-22 18:26:09
,시,이미지화,이 시를 이미지로 표현하세요: '이별을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[여행, 절망, 불빛]",57,2025-07-22 18:25:09
,시,이미지화,이 시를 이미지로 표현하세요: '바람을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[바람, 자연, 추억]",59,2025-07-22 18:24:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[바람, 물결, 고독]",123,2025-07-22 18:23:09
,시,이미지화,이 시를 이미지로 표현하세요: '물결을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[달빛, 꿈, 바다]",73,2025-07-22 18:22:09
,시,이미지화,이 시를 이미지로 표현하세요: '별을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[고독, 우주, 이별]",97,2025-07-22 18:21:09
,시,이미지화,이 시를 이미지로 표현하세요: '이별을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[비, 새벽, 시간]",137,2025-07-22 18:20:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[노을, 희망, 불꽃]",67,2025-07-22 18:19:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[어둠, 물결, 기억]",189,2025-07-22 18:18:09
,시,이미지화,이 시를 이미지로 표현하세요: '바다을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[비, 눈, 별]",121,2025-07-22 18:17:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[불빛, 우주, 산책]",149,2025-07-22 18:16:09
,시,이미지화,이 시를 이미지로 표현하세요: '별을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[시간, 이별, 비]",99,2025-07-22 18:15:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[하늘, 기억, 시간]",195,2025-07-22 18:14:09
,시,이미지화,이 시를 이미지로 표현하세요: '물결을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[눈, 산책, 물결]",111,2025-07-22 18:13:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[숲, 이별, 절망]",63,2025-07-22 18:12:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[꽃, 노을, 꿈]",107,2025-07-22 18:11:09
,시,이미지화,이 시를 이미지로 표현하세요: '바다을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[사랑, 하늘, 꿈]",129,2025-07-22 18:10:09
,시,이미지화,이 시를 이미지로 표현하세요: '바람을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[숲, 절망, 산책]",177,2025-07-22 18:09:09
,시,이미지화,이 시를 이미지로 표현하세요: '고독을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[절망, 노을, 어둠]",189,2025-07-22 18:08:09
,시,이미지화,이 시를 이미지로 표현하세요: '노을을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[우주, 절망, 산책]",195,2025-07-22 18:07:09
,시,이미지화,이 시를 이미지로 표현하세요: '바다을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[희망, 시간, 노을]",164,2025-07-22 18:06:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[별, 기억, 시간]",168,2025-07-22 18:05:09
,시,이미지화,이 시를 이미지로 표현하세요: '사랑을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[꽃, 노을, 어둠]",122,2025-07-22 18:04:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[사랑, 불꽃, 이별]",172,2025-07-22 18:03:09
,시,이미지화,이 시를 이미지로 표현하세요: '불꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[계절, 우주, 고독]",172,2025-07-22 18:02:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[물결, 새벽, 어둠]",188,2025-07-22 18:01:09
,시,이미지화,이 시를 이미지로 표현하세요: '숲을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[자연, 불꽃, 바다]",162,2025-07-22 18:00:09
,시,이미지화,이 시를 이미지로 표현하세요: '여행을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[불빛, 바다, 꿈]",157,2025-07-22 17:59:09
,시,이미지화,이 시를 이미지로 표현하세요: '사랑을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[숲, 우주, 기억]",85,2025-07-22 17:58:09
,시,이미지화,이 시를 이미지로 표현하세요: '어둠을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[하늘, 바람, 바다]",191,2025-07-22 17:57:09
,시,이미지화,이 시를 이미지로 표현하세요: '기억을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[비, 별, 꽃]",165,2025-07-22 17:56:09
,시,이미지화,이 시를 이미지로 표현하세요: '불빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[우주, 새벽, 불꽃]",90,2025-07-22 17:55:09
,시,이미지화,이 시를 이미지로 표현하세요: '달빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[기억, 자연, 시간]",107,2025-07-22 17:54:09
,시,이미지화,이 시를 이미지로 표현하세요: '불꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[추억, 숲, 우주]",58,2025-07-22 17:53:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[새벽, 기억, 눈]",175,2025-07-22 17:52:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[시간, 사랑, 불꽃]",115,2025-07-22 17:51:09
,시,이미지화,이 시를 이미지로 표현하세요: '도시을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[절망, 불빛, 비]",189,2025-07-22 17:50:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[자연, 숲, 눈]",146,2025-07-22 17:49:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[불빛, 사랑, 추억]",182,2025-07-22 17:48:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[비, 불빛, 달빛]",121,2025-07-22 17:47:09
,시,이미지화,이 시를 이미지로 표현하세요: '불꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[계절, 산책, 도시]",143,2025-07-22 17:46:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[꽃, 비, 사랑]",103,2025-07-22 17:45:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[물결, 우주, 노을]",57,2025-07-22 17:44:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[꽃, 사랑, 우주]",193,2025-07-22 17:43:09
,시,이미지화,이 시를 이미지로 표현하세요: '꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[하늘, 계절, 희망]",55,2025-07-22 17:42:09
,시,이미지화,이 시를 이미지로 표현하세요: '꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[달빛, 불빛, 불꽃]",98,2025-07-22 17:41:09
,시,이미지화,이 시를 이미지로 표현하세요: '노을을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[물결, 달빛, 사랑]",102,2025-07-22 17:40:09
,시,이미지화,이 시를 이미지로 표현하세요: '새벽을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[여행, 불빛, 계절]",96,2025-07-22 17:39:09
,시,이미지화,이 시를 이미지로 표현하세요: '숲을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[절망, 우주, 바람]",169,2025-07-22 17:38:09
,시,이미지화,이 시를 이미지로 표현하세요: '바람을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[절망, 바람, 계절]",123,2025-07-22 17:37:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[여행, 눈, 어둠]",122,2025-07-22 17:36:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[사랑, 바다, 추억]",175,2025-07-22 17:35:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[계절, 불빛, 꽃]",90,2025-07-22 17:34:09
,시,이미지화,이 시를 이미지로 표현하세요: '자연을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[자연, 희망, 이별]",62,2025-07-22 17:33:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[이별, 별, 여행]",103,2025-07-22 17:32:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[바다, 꿈, 우주]",169,2025-07-22 17:31:09
,시,이미지화,이 시를 이미지로 표현하세요: '새벽을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[새벽, 별, 어둠]",157,2025-07-22 17:30:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[노을, 자연, 어둠]",99,2025-07-22 17:29:09
,시,이미지화,이 시를 이미지로 표현하세요: '새벽을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[이별, 달빛, 불빛]",122,2025-07-22 17:28:09
,시,이미지화,이 시를 이미지로 표현하세요: '노을을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[추억, 눈, 비]",127,2025-07-22 17:27:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[노을, 눈, 꿈]",174,2025-07-22 17:26:09
,시,이미지화,이 시를 이미지로 표현하세요: '도시을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[숲, 불빛, 불꽃]",150,2025-07-22 17:25:09
,시,이미지화,이 시를 이미지로 표현하세요: '별을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[자연, 기억, 여행]",169,2025-07-22 17:24:09
,시,이미지화,이 시를 이미지로 표현하세요: '도시을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[기억, 불빛, 자연]",122,2025-07-22 17:23:09
,시,이미지화,이 시를 이미지로 표현하세요: '달빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[하늘, 별, 시간]",58,2025-07-22 17:22:09
,시,이미지화,이 시를 이미지로 표현하세요: '달빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[절망, 바다, 사랑]",118,2025-07-22 17:21:09
,시,이미지화,이 시를 이미지로 표현하세요: '산책을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[어둠, 계절, 불빛]",64,2025-07-22 17:20:09
,시,이미지화,이 시를 이미지로 표현하세요: '달빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[불꽃, 바람, 달빛]",198,2025-07-22 17:19:09
,시,이미지화,이 시를 이미지로 표현하세요: '노을을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[희망, 달빛, 불꽃]",51,2025-07-22 17:18:09
,시,이미지화,이 시를 이미지로 표현하세요: '기억을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[시간, 계절, 바다]",99,2025-07-22 17:17:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[시간, 불꽃, 물결]",156,2025-07-22 17:16:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[우주, 달빛, 어둠]",136,2025-07-22 17:15:09
,시,이미지화,이 시를 이미지로 표현하세요: '추억을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[꽃, 물결, 이별]",53,2025-07-22 17:14:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[이별, 계절, 어둠]",158,2025-07-22 17:13:09
,시,이미지화,이 시를 이미지로 표현하세요: '도시을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[물결, 불빛, 별]",184,2025-07-22 17:12:09
,시,이미지화,이 시를 이미지로 표현하세요: '여행을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[새벽, 꽃, 달빛]",82,2025-07-22 17:11:09
,시,이미지화,이 시를 이미지로 표현하세요: '숲을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[불빛, 어둠, 꽃]",79,2025-07-22 17:10:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[여행, 눈, 고독]",181,2025-07-22 17:09:09
,시,이미지화,이 시를 이미지로 표현하세요: '사랑을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[숲, 어둠, 눈]",156,2025-07-22 17:08:09
,시,이미지화,이 시를 이미지로 표현하세요: '새벽을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[물결, 비, 하늘]",198,2025-07-22 17:07:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[이별, 숲, 여행]",76,2025-07-22 17:06:09
,시,이미지화,이 시를 이미지로 표현하세요: '추억을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[계절, 산책, 바다]",89,2025-07-22 17:05:09
,시,이미지화,이 시를 이미지로 표현하세요: '기억을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[하늘, 우주, 여행]",82,2025-07-22 17:04:09
,시,이미지화,이 시를 이미지로 표현하세요: '사랑을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[물결, 계절, 달빛]",187,2025-07-22 17:03:09
,시,이미지화,이 시를 이미지로 표현하세요: '꿈을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[비, 고독, 꽃]",107,2025-07-22 17:02:09
,시,이미지화,이 시를 이미지로 표현하세요: '어둠을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[달빛, 시간, 자연]",199,2025-07-22 17:01:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[바다, 어둠, 비]",174,2025-07-22 17:00:09
,시,이미지화,이 시를 이미지로 표현하세요: '절망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[어둠, 불꽃, 자연]",136,2025-07-22 16:59:09
,시,이미지화,이 시를 이미지로 표현하세요: '불꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[달빛, 고독, 자연]",59,2025-07-22 16:58:09
,시,이미지화,이 시를 이미지로 표현하세요: '불빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[비, 노을, 어둠]",71,2025-07-22 16:57:09
,시,이미지화,이 시를 이미지로 표현하세요: '기억을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[희망, 하늘, 새벽]",190,2025-07-22 16:56:09
,시,이미지화,이 시를 이미지로 표현하세요: '고독을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[꽃, 노을, 불빛]",197,2025-07-22 16:55:09
,시,이미지화,이 시를 이미지로 표현하세요: '산책을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[고독, 물결, 불빛]",133,2025-07-22 16:54:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[별, 시간, 사랑]",168,2025-07-22 16:53:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[노을, 고독, 불꽃]",191,2025-07-22 16:52:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[달빛, 꽃, 자연]",190,2025-07-22 16:51:09
,시,이미지화,이 시를 이미지로 표현하세요: '추억을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[비, 여행, 우주]",78,2025-07-22 16:50:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[달빛, 희망, 추억]",89,2025-07-22 16:49:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[절망, 이별, 도시]",119,2025-07-22 16:48:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[추억, 어둠, 희망]",134,2025-07-22 16:47:09
,시,이미지화,이 시를 이미지로 표현하세요: '새벽을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[꿈, 산책, 노을]",135,2025-07-22 16:46:09
,시,이미지화,이 시를 이미지로 표현하세요: '우주을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[눈, 물결, 고독]",59,2025-07-22 16:45:09
,시,이미지화,이 시를 이미지로 표현하세요: '사랑을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[하늘, 물결, 이별]",56,2025-07-22 16:44:09
,시,이미지화,이 시를 이미지로 표현하세요: '사랑을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[우주, 노을, 자연]",54,2025-07-22 16:43:09
,시,이미지화,이 시를 이미지로 표현하세요: '희망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[별, 물결, 이별]",160,2025-07-22 16:42:09
,시,이미지화,이 시를 이미지로 표현하세요: '하늘을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[추억, 별, 도시]",86,2025-07-22 16:41:09
,시,이미지화,이 시를 이미지로 표현하세요: '절망을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[이별, 고독, 바다]",126,2025-07-22 16:40:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[별, 자연, 노을]",51,2025-07-22 16:39:09
,시,이미지화,이 시를 이미지로 표현하세요: '어둠을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[계절, 눈, 하늘]",107,2025-07-22 16:38:09
,시,이미지화,이 시를 이미지로 표현하세요: '이별을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[기억, 바람, 노을]",76,2025-07-22 16:37:09
,시,이미지화,이 시를 이미지로 표현하세요: '여행을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[바람, 어둠, 물결]",149,2025-07-22 16:36:09
,시,이미지화,이 시를 이미지로 표현하세요: '바다을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[바다, 여행, 도시]",86,2025-07-22 16:35:09
,시,이미지화,이 시를 이미지로 표현하세요: '꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[꽃, 산책, 노을]",174,2025-07-22 16:34:09
,시,이미지화,이 시를 이미지로 표현하세요: '산책을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[어둠, 비, 달빛]",144,2025-07-22 16:33:09
,시,이미지화,이 시를 이미지로 표현하세요: '꽃을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[계절, 불빛, 하늘]",125,2025-07-22 16:32:09
,시,이미지화,이 시를 이미지로 표현하세요: '기억을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[눈, 불빛, 꿈]",196,2025-07-22 16:31:09
,시,이미지화,이 시를 이미지로 표현하세요: '숲을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[달빛, 비, 시간]",121,2025-07-22 16:30:09
,시,이미지화,이 시를 이미지로 표현하세요: '숲을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[고독, 추억, 눈]",181,2025-07-22 16:29:09
,시,이미지화,이 시를 이미지로 표현하세요: '계절을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[하늘, 이별, 불꽃]",185,2025-07-22 16:28:09
,시,이미지화,이 시를 이미지로 표현하세요: '달빛을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[바람, 꽃, 우주]",79,2025-07-22 16:27:09
,시,이미지화,이 시를 이미지로 표현하세요: '시간을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[숲, 새벽, 절망]",56,2025-07-22 16:26:09
,시,이미지화,이 시를 이미지로 표현하세요: '바다을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[추억, 계절, 자연]",193,2025-07-22 16:25:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',중간,"[바람, 불빛, 노을]",75,2025-07-22 16:24:09
,시,이미지화,이 시를 이미지로 표현하세요: '눈을(를) 주제로 한 감성적인 장면을 묘사하세요.',어려움,"[산책, 불꽃, 여행]",149,2025-07-22 16:23:09
,시,이미지화,이 시를 이미지로 표현하세요: '기억을(를) 주제로 한 감성적인 장면을 묘사하세요.',쉬움,"[새벽, 꽃, 시간]",132,2025-07-22 16:22:09
